[[ 6.87809934e-01]
 [ 1.77247807e-02]
 [ 8.51934579e-02]
 [ 1.86913725e-01]
 [ 4.77046667e-01]
 [ 4.48830541e-01]
 [ 5.32133954e-01]
 [ 3.68967113e-01]
 [ 7.64101354e-02]
 [ 1.69761839e-01]
 [ 2.80234240e-01]
 [-5.64227342e-02]
 [ 1.87647695e-01]
 [ 4.84770779e-01]
 [ 2.75810834e-01]
 [ 5.81665095e-02]
 [ 9.47642126e-02]
 [ 9.61495153e-02]
 [-2.64520573e-02]
 [ 4.24698207e-02]
 [ 1.88244168e-01]
 [ 2.50775667e-01]
 [ 5.09219321e-01]
 [ 5.32223244e-02]
 [-7.24467397e-02]
 [ 6.16332372e-01]
 [ 7.64423765e-02]
 [ 3.36258121e-01]
 [ 5.04255876e-01]
 [ 7.69515502e-02]
 [ 6.74780941e-02]
 [ 3.11809566e-01]
 [ 6.13201183e-02]
 [ 3.21889604e-01]
 [ 1.94093186e-01]
 [ 1.36712498e-01]
 [ 5.09002421e-01]
 [ 1.37979964e-01]
 [ 3.40606830e-01]
 [ 1.82767299e-01]
 [ 8.52036679e-01]
 [-1.19362399e-01]
 [ 1.69047668e-01]
 [ 5.18577589e-01]
 [-2.25265529e-02]
 [ 6.76401970e-02]
 [ 3.77326449e-01]
 [ 5.42172429e-02]
 [ 5.09549936e-01]
 [ 5.52798383e-01]
 [ 1.62142200e-01]
 [ 2.49975236e-01]
 [ 2.31866975e-01]
 [ 6.46650818e-01]
 [ 1.05926058e-01]
 [ 1.59407304e-01]
 [ 7.42643198e-02]
 [-6.42905103e-03]
 [ 7.97539810e-02]
 [-6.42798563e-03]
 [-5.96818074e-02]
 [ 3.57309369e-01]
 [-3.80303386e-01]
 [ 2.40483105e-01]
 [ 5.85818655e-01]
 [ 3.05816259e-01]
 [ 2.81853422e-01]
 [ 2.85475507e-01]
 [-1.55457126e-01]
 [ 1.45712719e-01]
 [ 1.39571749e-01]
 [-2.28077451e-02]
 [ 7.30436179e-01]
 [ 1.50420488e-01]
 [ 2.02121607e-01]
 [-9.88341208e-02]
 [-1.13542742e-01]
 [ 3.51151040e-01]
 [ 1.35938964e-01]
 [ 1.42314795e-01]
 [ 2.05131090e-01]
 [ 3.27976969e-01]
 [ 3.55949534e-01]
 [ 2.54278508e-01]
 [ 2.45291257e-01]
 [ 4.52175580e-01]
 [ 2.09429368e-01]
 [ 9.31756314e-02]
 [ 3.06102603e-02]
 [ 2.24576005e-01]
 [ 1.92221986e-01]
 [ 8.06540955e-01]
 [ 6.44516914e-01]
 [ 1.90062033e-01]
 [ 8.23222313e-02]
 [ 4.05386701e-01]
 [ 1.74634154e-01]
 [ 7.35434900e-01]
 [ 3.32405074e-01]
 [-3.25856489e-02]
 [ 5.67250045e-01]
 [ 7.47518336e-02]
 [ 6.77902813e-01]
 [ 3.58777065e-01]
 [-1.05228894e-01]
 [ 4.55895799e-01]
 [ 1.46754008e-01]
 [ 4.67706599e-01]
 [ 5.69397445e-01]
 [ 3.27743860e-01]
 [ 1.40162672e-01]
 [ 1.56251372e-01]
 [ 5.65497016e-01]
 [ 7.24634050e-01]
 [-9.21176967e-02]
 [ 1.11377899e-02]
 [ 2.13507650e-01]
 [ 3.63521333e-01]
 [ 2.49984939e-01]
 [ 1.83874136e-01]]
