[[ 7.41047337e-01]
 [ 1.85431797e-01]
 [ 3.12125406e-02]
 [-1.24638375e-01]
 [ 6.60985707e-02]
 [ 5.91532115e-02]
 [ 3.67773407e-01]
 [-3.49961368e-02]
 [ 1.09410716e-01]
 [ 1.21914372e-01]
 [-8.62146029e-04]
 [ 9.13297264e-02]
 [ 3.67014378e-01]
 [ 5.16054004e-01]
 [ 4.78988331e-01]
 [ 4.08425415e-02]
 [ 1.42815568e-01]
 [ 5.55981231e-01]
 [ 1.31900214e-01]
 [ 3.44607179e-01]
 [ 3.43592667e-01]
 [ 6.82925060e-02]
 [ 7.76953502e-02]
 [ 3.67296371e-01]
 [-5.48512880e-02]
 [ 4.01212069e-01]
 [ 3.07119395e-01]
 [ 1.33858363e-01]
 [ 5.16594984e-01]
 [ 1.39739591e-01]
 [ 2.84805846e-01]
 [ 1.24325314e-01]
 [ 8.14285949e-01]
 [ 7.48737641e-02]
 [ 5.90448079e-02]
 [ 5.39544574e-01]
 [-3.12159371e-01]
 [ 1.90101849e-01]
 [ 4.22763458e-01]
 [-4.26289840e-02]
 [ 4.66021088e-01]
 [ 3.43891027e-01]
 [ 1.42383625e-01]
 [ 2.14464652e-01]
 [ 2.89836621e-01]
 [ 3.62006615e-01]
 [-6.95313998e-02]
 [ 2.98271163e-01]
 [ 1.29418604e-01]
 [-1.69017748e-01]
 [ 1.20269488e-01]
 [-7.32173212e-04]
 [-1.52037870e-01]
 [ 2.89902205e-01]
 [-2.48669217e-01]
 [ 6.30959710e-02]
 [ 3.20022289e-01]
 [ 3.37013904e-01]
 [ 2.08882747e-01]
 [ 3.42049417e-01]
 [ 2.43670783e-01]
 [-8.49150363e-02]
 [ 5.35177657e-02]
 [ 1.24987097e-01]
 [ 7.60167179e-01]
 [-2.09925519e-02]
 [ 1.02588299e-01]
 [-1.52114894e-01]
 [ 1.16042721e-01]
 [ 3.20266214e-01]
 [ 1.86458799e-01]
 [ 1.32452834e-01]
 [ 1.92797976e-01]
 [ 4.41469138e-01]
 [ 3.57110042e-01]
 [ 1.56012728e-01]
 [ 2.50714518e-01]
 [ 4.75345744e-01]
 [ 2.87767706e-01]
 [-2.24248944e-02]
 [ 2.17839137e-01]
 [ 2.09853972e-01]
 [ 1.76106563e-01]
 [ 4.05979980e-01]
 [ 4.47252303e-01]
 [ 7.61333602e-02]
 [-2.09722575e-02]
 [ 4.08446968e-01]
 [ 7.90015524e-02]
 [ 8.26595581e-01]
 [ 4.10717627e-01]
 [ 3.83008812e-02]
 [ 4.87626826e-01]
 [ 6.95505496e-02]
 [ 5.94964584e-01]
 [ 3.03533127e-01]
 [-7.87821319e-02]
 [ 3.66278095e-01]
 [ 1.86365250e-01]
 [ 3.93007018e-01]
 [ 6.97313968e-01]
 [ 1.94107884e-01]
 [ 1.09493388e-01]
 [ 3.17349959e-01]
 [ 6.24225335e-01]
 [ 6.05635353e-01]
 [-7.33699370e-02]
 [ 1.12991392e-01]
 [ 1.24837073e-01]
 [ 1.49006136e-01]
 [ 2.56015113e-01]
 [ 2.56545151e-01]]
